Rank,Name,Platform,Year,Genre,Publisher
3884,Disgaea: Hour of Darkness,XOne,2014,Action,Warner Bros. Interactive Entertainment
3885,NeoGeo Battle Coliseum,PSP,2010,Role-Playing,Square Enix
3886,SSX Blur,PS3,2010,Action,Ubisoft
3887,My Baby: First Steps,PS,1996,Sports,Konami Digital Entertainment
3888,Parodius,DS,2009,Puzzle,Ubisoft
3889,Spy Kids 3-D: Game Over,PS2,2002,Racing,Midas Interactive Entertainment
3890,Sakura Wars 3: Paris wa Moeteiru ka,PC,2015,Strategy,Activision
3891,1001 Touch Games,X360,2012,Sports,Electronic Arts
3892,NCAA GameBreaker 2001,PSP,2009,Fighting,Namco Bandai Games
3893,Power Rangers: Ninja Storm,X360,2009,Action,Electronic Arts
3894,Naruto: Gekito Ninja Taisen! 4,PS4,2014,Role-Playing,Square Enix
3895,Kidou Senshi Gundam F91: Formula Senki 0122,Wii,2009,Sports,Konami Digital Entertainment
3896,Despicable Me: The Game,X360,2011,Shooter,Activision
3897,Golden Axe: Beast Rider,DS,2008,Misc,Nintendo
3898,MySims SkyHeroes,GC,2003,Sports,Electronic Arts
3899,Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS 2 + Jouyou Kanji Jiten,PS2,2003,Sports,Konami Digital Entertainment
3900,"Carnival Games: Monkey See, Monkey Do!",PS2,2000,Role-Playing,THQ
3901,DX Game of Life 2,PS,1997,Sports,Interplay
3902,NBA Live 96,PSP,2006,Sports,Electronic Arts
3903,Clash of the Titans,Wii,2008,Sports,Sega
3904,Folklore,Wii,2007,Strategy,Nintendo
3905,Dragon Ball Z: Extreme Butoden,PSP,2004,Action,Tecmo Koei
3906,Samurai Warriors 2: Xtreme Legends (JP sales),GBA,2005,Misc,THQ
3907,Teen Titans,X360,2009,Fighting,Namco Bandai Games
3908,Dead Rising 2: Off the Record,N64,1999,Misc,THQ
3909,Frogger II: Threeedeep!,NES,1985,Platform,Nintendo
3910,Etrian Odyssey III: The Drowned City,N64,1999,Sports,Konami Digital Entertainment
3911,Karaoke Revolution Presents American Idol Encore 2,X360,2010,Sports,Take-Two Interactive
3912,Fireball,DS,2009,Action,Activision
3913,Discovery Kids: Puppy Playtime,PS3,2010,Shooter,Activision
3914,Dr. Mario / Puzzle League,Wii,2006,Platform,THQ
3915,Bleach: Shattered Blade,PS3,2008,Action,Ubisoft
3916,Shin Nippon Pro Wrestling: Toukon Retsuden,XB,2003,Sports,Electronic Arts
3917,Pinball Hall of Fame: The Gottlieb Collection,PS,1996,Strategy,Banpresto
3918,Overlord II,GBA,2002,Platform,THQ
3919,J Stars Victory Vs.,X360,2006,Fighting,THQ
3920,The Witcher: Enhanced Edition,PS2,2006,Simulation,Namco Bandai Games
3921,Nicktoons: Movin',PS3,2010,Strategy,Ubisoft
3922,One Piece: Romance Dawn - Bouken no Yoake,PS3,2008,Role-Playing,Square Enix
3923,SWAT: Global Strike Team,PSP,2007,Racing,Atari
3924,Championship Bass,WiiU,2015,Action,Warner Bros. Interactive Entertainment
3925,Bratz: Girlz Really Rock,DS,2007,Puzzle,Nintendo
3926,Shin Megami Tensei: Devil Survivor 2,PSP,2007,Role-Playing,Square Enix
3927,NHL Breakaway 98,PS2,2006,Sports,Electronic Arts
3928,Momotarou Dentetsu 20-Shuunen,PSP,2009,Action,Electronic Arts
3929,Kinetica,XOne,2016,Action,Microsoft Game Studios
3930,Beautiful Katamari,Wii,2010,Action,Take-Two Interactive
3931,Bust-A-Move '99,XB,2004,Misc,Crave Entertainment
3932,Dragon Quest Monsters 1·2,PS2,2007,Sports,Take-Two Interactive
3933,Ben 10 Ultimate Alien: Cosmic Destruction,WS,2000,Role-Playing,SquareSoft
3934,Bigfoot: Collision Course,X360,2006,Racing,Electronic Arts
3935,Prey,PS4,2015,Action,Electronic Arts
3936,Birthday Party Bash,PC,2008,Simulation,Rondomedia
3937,OverBlood,GBA,2004,Fighting,Atari
3938,ESPN X-Games Pro Boarder,PC,2012,Action,Bethesda Softworks
3939,Murdered: Soul Suspect,DS,2007,Simulation,THQ
3940,Harvest Moon: Back to Nature,XB,2004,Sports,Midway Games
3941,Naruto: Ultimate Ninja (JP sales),PS2,2004,Action,Konami Digital Entertainment
3942,Final Fantasy XI,2600,1988,Shooter,Activision
3943,The Settlers 7: Paths to a Kingdom,PS2,2005,Misc,Capcom
3944,"Go, Diego, Go!: Great Dinosaur Rescue",XOne,2015,Misc,Activision
3945,TrackMania Turbo,PS3,2014,Shooter,Bethesda Softworks
3946,Minute to Win It,PS2,2002,Misc,Infogrames
3947,Darkwatch,DS,2009,Adventure,GSP
3948,Singularity,PS,1997,Sports,Sony Computer Entertainment
3949,Dance Dance Revolution Universe,GBA,2004,Action,THQ
3950,Sky Odyssey,X360,2012,Racing,Codemasters
3951,Nagano Winter Olympics 98,X360,2008,Sports,Electronic Arts
3952,Kirby's Block Ball,PS2,2006,Racing,Sega
3953,DiRT Rally,PS2,2003,Platform,Warner Bros. Interactive Entertainment
3954,Fortress,X360,2008,Shooter,Bethesda Softworks
3955,FIFA 2001 Major League Soccer,2600,1983,Action,Atari
3956,Peppa Pig: Theme Park Fun,X360,2011,Adventure,Electronic Arts
3957,Rally Cross,X360,2011,Action,Konami Digital Entertainment
3958,Frogger's Adventures: The Rescue,PS3,2006,Sports,Electronic Arts
3959,Extreme Pinball,XB,2003,Racing,Take-Two Interactive
3960,Karaoke Revolution Volume 3,PS3,2009,Role-Playing,Nippon Ichi Software
3961,Gold's Gym: Cardio Workout (Others sales),PS3,2011,Role-Playing,Capcom
3962,Seaman: Kindan no Pet - Gaze Hakushi no Jikken Shima,DS,2005,Fighting,Atari
3963,No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,GC,2006,Adventure,THQ
3964,Cartoon Network Collection: Game Boy Advance Video Platinum Edition,PS,2001,Misc,THQ
3965,Ultimate Fighting Championship: Throwdown,PS2,2001,Action,Universal Interactive
3966,SpongeBob SquarePants: Double Pack,PS2,2006,Action,Eidos Interactive
3967,Tetris 2 + Bombliss,PS2,2008,Misc,Disney Interactive Studios
3968,Disney's Extreme Skate Adventure,2600,1982,Shooter,Activision
3969,7 Wonders II,PS2,2002,Misc,Activision
3970,"Ed, Edd n Eddy: Jawbreakers!",PS2,2008,Platform,Vivendi Games
3971,Dragster,X360,2015,Sports,Take-Two Interactive
3972,Frankenstein's Monster,X360,2014,Action,Warner Bros. Interactive Entertainment
3973,Derby Stallion DS,Wii,2010,Simulation,505 Games
3974,Mirror's Edge Catalyst,Wii,2007,Misc,Electronic Arts
3975,Monster Lab,3DS,2012,Misc,Square Enix
3976,Dragon Quest Monsters: Battle Road Victory,PS3,2011,Fighting,Nippon Ichi Software
3977,Shin Momotarou Densetsu,Wii,2006,Sports,Electronic Arts
3978,From TV Animation One Piece: Grand Battle! 3,N64,2000,Action,THQ
3979,Sega Smash Pack,X360,2007,Simulation,Konami Digital Entertainment
3980,All-Star Baseball 2005,PS2,2002,Simulation,Activision
3981,The Conveni: Ano Machi wo Dokusen Seyo,GBA,2001,Role-Playing,Nintendo
3982,Shin Super Robot Taisen Special Disk,Wii,2011,Misc,Nintendo
3983,Live A Live,PS2,2004,Strategy,Banpresto
3984,NFL Fever 2004,DS,2010,Adventure,Disney Interactive Studios
3985,Clive Barker's Jericho,X360,2007,Sports,Electronic Arts
3986,Littlest Pet Shop: City Friends,DS,2004,Action,Activision
3987,Kingdom Under Fire: The Crusaders,PS,1995,Sports,Jaleco
3988,4x4 Evolution,XB,2004,Fighting,Tecmo Koei
3989,Momotarou Dentetsu Happy,PS,1997,Role-Playing,ASCII Entertainment
3990,Power Rangers: Time Force,PSV,2013,Sports,Electronic Arts
3991,Romance of the Three Kingdoms VII,PS2,2002,Shooter,LucasArts
3992,Quiz Magic Academy DS,PS3,2009,Action,Electronic Arts
3993,Resident Evil Archives: Resident Evil,PS2,2004,Action,THQ
3994,Dynasty Warriors 4 Empires,X360,2013,Action,Konami Digital Entertainment
3995,Shenmue II,PS2,2010,Sports,Electronic Arts
3996,Heart of Darkness,X360,2012,Sports,Take-Two Interactive
3997,Virtua Striker 2,XOne,2014,Shooter,Sega
3998,Might & Magic Heroes VI,DS,2008,Misc,Ubisoft
3999,Fuel,PS2,2004,Role-Playing,Capcom
4000,ExerBeat,X360,2011,Racing,Disney Interactive Studios
4001,WarCraft II: The Dark Saga,Wii,2009,Racing,Activision
4002,MonHun Nikki: Poka Poka Ailu Mura G,GC,2004,Sports,Activision
4003,Sesame Street: Cookie's Counting Carnival,PS2,2003,Racing,THQ
4004,NBA ShootOut,SNES,1996,Sports,Namco Bandai Games
4005,Fishing Master,PS3,2008,Action,Namco Bandai Games
4006,Phineas and Ferb Ride Again,PS2,2005,Action,Activision
4007,Jikkyou Powerful Pro Yakyuu 14,GBA,2001,Platform,Ubisoft
4008,Contra 4,PS2,2008,Strategy,Namco Bandai Games
4009,Ganbare Goemon: KiraKira Douchuu - Boku ga Dancer ni Natta Riyuu,PS,1996,Role-Playing,Sony Computer Entertainment
4010,Bust-A-Move Universe,PS2,2007,Action,Eidos Interactive
4011,Jikkyou Powerful Pro Yakyuu Portable 3,PS2,2005,Action,Activision
4012,Sesame Street: Elmo's Letter Adventure,PS3,2012,Action,Disney Interactive Studios
4013,Namco Museum: Virtual Arcade,PS2,2002,Shooter,Infogrames
4014,NBA Inside Drive 2003,X360,2014,Action,Bethesda Softworks
4015,Hatsune Miku: Project Mirai DX,2600,1982,Sports,Atari
4016,Dragon Ball Heroes: Ultimate Mission 2,PS2,2007,Platform,THQ
4017,Shrek: Forever After,2600,1981,Action,Atari
4018,Homefront: The Revolution,2600,1982,Action,Answer Software
4019,Jampack: Summer 2003 (RP-M),3DS,2011,Racing,Namco Bandai Games
4020,Alone in the Dark: One-Eyed Jack's Revenge,Wii,2007,Racing,THQ
4021,Yu-Gi-Oh! The Dawn of Destiny,X360,2011,Action,Namco Bandai Games
4022,Happy Feet,3DS,2011,Action,Capcom
4023,Einhänder,3DS,2011,Action,Sega
4024,Tiny Toon Adventures: The Great Beanstalk,X360,2006,Sports,Activision
4025,Foto Frenzy: Spot The Diffrence,GBA,2004,Sports,Activision
4026,Armored Core: Silent Line,PS3,2011,Racing,Sony Computer Entertainment
4027,SD Gundam G Generation Wars,2600,1980,Sports,Activision
4028,Dr. Seuss: How the Grinch Stole Christmas,PS3,2015,Action,Square Enix
4029,Panzer Dragoon II Zwei,PSV,2014,Action,Warner Bros. Interactive Entertainment
4030,KISS Pinball,PS2,2005,Action,Atari
4031,2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2,X360,2010,Shooter,Square Enix
4032,Super Robot Taisen Complete Box,X360,2012,Action,Warner Bros. Interactive Entertainment
4033,Mega Man Maverick Hunter X,GC,2002,Fighting,THQ
4034,Cabela's Outdoor Adventures (2009),3DS,2013,Platform,Sega
4035,Lord of Arcana,GBA,2003,Action,THQ
4036,Jikkyou Powerful Pro Yakyuu 4,XB,2004,Shooter,Electronic Arts
4037,Goemon's Great Adventure,Wii,2008,Adventure,Scholastic Inc.
4038,Bass Hunter 64,DS,2006,Platform,THQ
4039,Doubutsu no Mori,GC,2003,Simulation,Electronic Arts
4040,Football Manager 2016,PS2,2005,Role-Playing,Square Enix
4041,Naruto: Ninja Destiny (US sales),DS,2008,Sports,Electronic Arts
4042,Taiko Drum Master: Don and Katsu's Space-Time Great Adventure,PS2,2006,Shooter,Namco Bandai Games
4043,Calvin Tucker's Redneck Jamboree,SNES,1993,Puzzle,Nintendo
4044,J-League Winning Eleven 2007: Club Championship,XB,2006,Action,Vivendi Games
4045,Shrek's Carnival Craze Party Games,Wii,2009,Shooter,Activision
4046,Harvest Moon: Magical Melody,3DS,2014,Misc,Nintendo
4047,Star Wars Jedi Knight II: Jedi Outcast,N64,1997,Sports,Electronic Arts
4048,Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,X360,2008,Fighting,Atari
4049,Mega Man Battle Network 2,DS,2010,Action,Activision
4050,Little King's Story,PC,2010,Shooter,Electronic Arts
4051,Mountain King,X360,2012,Shooter,Bethesda Softworks
4052,Jampack Volume 12,SAT,1997,Sports,Sega
4053,Shin Megami Tensei: Devil Summoner - Soul Hackers,PS3,2013,Action,505 Games
4054,Lord of the Rings: Battle for Middle-Earth,PS2,2004,Sports,Atari
4055,Demolition Racer,PS2,2009,Racing,Sony Computer Entertainment
4056,Math Play,PS2,2003,Sports,Universal Interactive
4057,SD Gundam G Generation: Overworld,3DS,2012,Action,Disney Interactive Studios
4058,Sorcery,DS,2013,Action,Warner Bros. Interactive Entertainment
4059,TouchMaster: Connect,PS2,2003,Misc,Namco Bandai Games
4060,NHL FaceOff 2000,X360,2008,Adventure,Atari
4061,Star Wars Racer Revenge,PS,2001,Fighting,Atari
4062,NCAA Final Four 2002,PS2,2009,Shooter,Activision
4063,South Park: Chef's Luv Shack,PSP,2008,Sports,Sega
4064,Music Maker,PC,2008,Shooter,City Interactive
4065,Slot Machine,GC,2001,Racing,Acclaim Entertainment
4066,Ganbare Goemon 2: Kiteretsu Shougun Magginesu,PS2,2003,Racing,Midway Games
4067,Astroblast,PS3,2014,Racing,Codemasters
4068,Blade II,XB,2002,Action,Namco Bandai Games
4069,40 Winks,Wii,2009,Sports,XS Games
4070,The Legend of Heroes: Trails of Cold Steel,PS,1999,Action,Fox Interactive
4071,Fate/Extra,DS,2008,Adventure,Ubisoft
4072,Shaun White Snowboarding: World Stage,3DS,2011,Racing,Ubisoft
4073,My Virtual Tutor: Reading Adventure Pre-K to Kindergarten,PS2,2001,Misc,Hudson Soft
4074,A Collection of Classic Games from the Intellivision,3DS,2011,Action,Nintendo
4075,Bruce Lee: Quest of the Dragon,PS2,2005,Role-Playing,Namco Bandai Games
4076,Spin Jam,SNES,1995,Simulation,THQ
4077,KuruKuru Kururin,DS,2007,Action,Vivendi Games
4078,Disney's The Emperor's New Groove,PC,2008,Action,Ubisoft
4079,Disney's Stitch: Experiment 626,PS3,2015,Shooter,Electronic Arts
4080,RPG Tsukuru 2,Wii,2007,Action,Electronic Arts
4081,Yuu Yuu Hakusho 2: Kakutou no Sho,DS,2008,Misc,Ubisoft
4082,Orphen: Scion of Sorcery,PS3,2009,Shooter,Warner Bros. Interactive Entertainment
4083,LEGO Legends of Chima: Laval's Journey,PSV,2012,Racing,Sega
4084,Imagine: Family Doctor,X360,2007,Misc,Microsoft Game Studios
4085,Magna Carta 2,Wii,2009,Shooter,Electronic Arts
4086,Nicktoons: Battle for Volcano Island,DS,2007,Puzzle,Ubisoft
4087,Midtown Madness 3,PS2,2007,Action,Activision
4088,Shrek Swamp Kart Speedway,PSV,2012,Action,Konami Digital Entertainment
4089,Gameboy Gallery,DS,2006,Role-Playing,Nintendo
4090,Virtua Cop 2,GBA,2005,Action,Activision
4091,Ehrgeiz,Wii,2009,Sports,Namco Bandai Games
4092,Touhoku Daigaku Mirai Kagaku Gijutsu Kyoudou Kenkyuu Center Kawashima Ryuuta Kyouju Kanshu: Nou Ryoku Trainer Portable,Wii,2007,Simulation,Electronic Arts
4093,Karaoke Revolution Glee: Volume 3,3DS,2014,Sports,Nintendo
4094,Spyro: Attack of the Rhynocs,GBA,2004,Racing,Zoo Digital Publishing
4095,"Army Men World War: Land, Sea, Air",PS,1999,Role-Playing,Konami Digital Entertainment
4096,Dai-2-Ji Super Robot Taisen OG,XB,2004,Sports,Electronic Arts
4097,Trauma Center: New Blood,Wii,2009,Action,Konami Digital Entertainment
4098,Lumines ll,2600,1983,Shooter,Atari
4099,NES Remix,SNES,1991,Adventure,Konami Digital Entertainment
4100,1701 A.D.,X360,2008,Misc,Microsoft Game Studios
4101,Jumping Flash!,X360,2008,Shooter,D3Publisher
4102,Karaoke Revolution Party,X360,2010,Shooter,Activision
4103,Batman: The Brave and the Bold the Videogame,PS2,2003,Misc,Atari
4104,Lizzie McGuire 3: Homecoming Havoc,PS2,2006,Action,THQ
4105,Chaos Legion,PS,1999,Fighting,Acclaim Entertainment
4106,PowerUp Heroes,Wii,2008,Misc,System 3 Arcade Software
4107,NASCAR 2011: The Game,X360,2006,Sports,Electronic Arts
4108,Puyo Puyo 7,PS,1998,Fighting,Activision
4109,Neopets: The Darkest Faerie,PC,2014,Action,Activision Blizzard
4110,Blazing Heroes,PSP,2009,Misc,MTV Games
4111,Rhythm Tengoku,DS,2010,Adventure,Capcom
4112,Super Robot Taisen W,X360,2008,Platform,Vivendi Games
4113,Cart World Series,PSP,2010,Sports,Electronic Arts
4114,Invizimals: Shadow Zone,PS2,2003,Simulation,LucasArts
4115,24: The Game,DS,2008,Action,Take-Two Interactive
4116,The Dukes of Hazzard II: Daisy Dukes It Out,N64,1998,Sports,Acclaim Entertainment
4117,Famista '91,N64,1999,Simulation,Pack In Soft
4118,Squinkies,PS2,2008,Sports,Electronic Arts
4119,Zoo Tycoon 2 DS,PS2,2007,Simulation,THQ
4120,Looney Tunes: Duck Amuck,WiiU,2012,Action,Electronic Arts
4121,Super Robot Taisen OG: Original Generations Gaiden,DS,2005,Simulation,Rising Star Games
4122,Drakengard 3,PS,1999,Racing,Activision
4123,Decathlete,PS3,2011,Role-Playing,Unknown
4124,Disgaea 3: Absence of Detention,PC,2014,Simulation,Sega
4125,Tom Clancy's Splinter Cell 3D,PS2,2000,Strategy,Electronic Arts
4126,Jonas,Wii,2010,Racing,Electronic Arts
4127,Wacky Races: Crash & Dash,WiiU,2015,Action,Activision
4128,Dynasty Warriors 8: Xtreme Legends,X360,2008,Simulation,Microsoft Game Studios
4129,Toukiden Kiwami,DS,2011,Action,Take-Two Interactive
4130,Romance of the Three Kingdoms VIII,Wii,2010,Action,Nintendo
4131,Fossil Fighters (JP sales),PS,1999,Sports,989 Studios
4132,Daikaijyuu Monogatari,Wii,2007,Platform,Activision
4133,Tropico 5,GBA,2001,Racing,Rebellion
4134,Hard Hitter Tennis,PS3,2007,Action,Tecmo Koei
4135,Glory of Heracles,Wii,2008,Action,Eidos Interactive
4136,Monster Truck Madness 64,DS,2009,Role-Playing,Square Enix
4137,Nounai Aeshe: IQ Suppli DS,X360,2014,Role-Playing,Microsoft Game Studios
4138,Crazy Taxi: Catch a Ride,XB,2005,Sports,Electronic Arts
4139,MySims Party,X360,2006,Sports,Electronic Arts
4140,Macross Digital Mission VF-X,PS2,2009,Action,THQ
4141,One Piece Unlimited Cruise SP,2600,1981,Racing,Activision
4142,Rayman 2: Revolution,Wii,2008,Racing,Xplosiv
4143,Yu Yu Hakusho Ghost Files: Spirit Detective,Wii,2008,Simulation,Electronic Arts
4144,Super Bomberman 5,PS2,2002,Racing,Ignition Entertainment
4145,N3: Ninety-Nine Nights,DS,2009,Racing,THQ
4146,Shin Megami Tensei: Persona 2: Innocent Sin,Wii,2008,Racing,Ubisoft
4147,Army Men: Air Attack 2,PS3,2008,Platform,2008
4148,Pride FC: Fighting Championships,PS2,2000,Puzzle,Sony Computer Entertainment
4149,Eternal Ring,2600,1989,Action,Activision
4150,Dragon Force,PS,1996,Shooter,Acclaim Entertainment
4151,John Deere: Harvest in the Heartland,N64,1998,Sports,Electronic Arts
4152,Rabbids: Alive & Kicking,3DS,2015,Role-Playing,Nintendo
4153,Winning Post 2,2600,2008,Fighting,Ultravision
4154,Star Gladiator Episode: I Final Crusade,PS3,2008,Shooter,D3Publisher
4155,Dance Dance Revolution Universe 3,X360,2008,Shooter,Midway Games
4156,We Sing Pop!,PS2,2002,Fighting,Activision
4157,Showdown: Legends of Wrestling,X360,2012,Fighting,Capcom
4158,Capcom Classics Collection Remixed,PS2,2006,Action,Electronic Arts
4159,Reel Fishing: Angler's Dream,Wii,2009,Racing,Electronic Arts
4160,Call of Duty: Modern Warfare 3: Defiance,DS,2006,Action,Ubisoft
4161,SimCity 4,X360,2010,Role-Playing,Electronic Arts
4162,Far East of Eden Zero,SNES,1995,Puzzle,Compile
4163,Sword Art Online: Hollow Fragment,PS,2000,Action,Midway Games
4164,Star Ocean 5: Integrity and Faithlessness,DS,2005,Platform,Konami Digital Entertainment
4165,Call of Juarez: The Cartel,PS3,2014,Fighting,Namco Bandai Games
4166,Alvin and the Chipmunks: The Squeakquel,PS3,2013,Action,Activision
4167,Taiko no Tatsujin Wii: Minna de Party * 3-Yome!,PS,1995,Action,Psygnosis
4168,Dragon Quest Builders: Revive Alefgard,PS2,2001,Action,Sony Computer Entertainment
4169,The Suite Life of Zack & Cody: Circle of Spies,PS3,2012,Action,Konami Digital Entertainment
4170,Power Pro Kun Pocket 6,X360,2014,Sports,Electronic Arts
4171,Mega Man ZX,Wii,2010,Fighting,THQ
4172,Harvest Moon DS Cute (US sales),Wii,2011,Role-Playing,Square Enix
4173,Power Pro Kun Pocket 10,PS2,2000,Fighting,Empire Interactive
4174,Finding Nemo: The Continuing Adventures,Wii,2008,Simulation,Ubisoft
4175,Spirit: Stallion of the Cimarron,WiiU,2014,Action,Warner Bros. Interactive Entertainment
4176,Future Cop L.A.P.D.,GBA,2002,Platform,Nintendo
4177,Guitar Hero: Van Halen,PS2,2006,Role-Playing,Square Enix
4178,Hamster Tarou,PS2,2002,Racing,THQ
4179,Fist of the North Star: Ken's Rage 2,X360,2007,Role-Playing,Microsoft Game Studios
4180,MLB SlugFest Loaded,PSV,2012,Action,Electronic Arts
4181,Trace Memory,PSV,2011,Sports,Sega
4182,Mah Jong Quest: Expeditions,PC,2009,Strategy,THQ
4183,AMF Bowling 2004,PSP,2007,Racing,Sega
4184,RealSports Boxing,DS,2010,Action,Level 5
4185,Imagine: Makeup Artist,DS,2007,Platform,Activision
4186,Grandia II,PS3,2015,Action,Disney Interactive Studios
4187,Syphon Filter: Dark Mirror,PS2,2005,Racing,Midway Games
4188,Front Mission Evolved,N64,1998,Platform,Nintendo
4189,Tom and Jerry Tales,N64,1997,Racing,Titus
4190,The BIGS 2,N64,1998,Role-Playing,Konami Digital Entertainment
4191,Junior Brain Trainer 2,PS,1999,Misc,Hudson Entertainment
4192,The Chronicles of Riddick: Assault on Dark Athena,N64,1997,Shooter,Midway Games
4193,Power Pro Kun Pocket 4,Wii,2009,Puzzle,Electronic Arts
4194,The Godfather: Dons Edition,PC,2010,Simulation,Electronic Arts
4195,Soul Sacrifice Delta,X360,2005,Fighting,Tecmo Koei
4196,Guardian Heroes,2600,1987,Action,Activision
4197,MLB Power Pros,X360,2011,Action,Sega
4198,Outlaw Golf,Wii,2009,Platform,Disney Interactive Studios
4199,Fisherman's Bait 2: Big Ol' Bass,PS2,2006,Sports,Midway Games
4200,Lupin the 3rd: Treasure of the Sorcerer King,XB,2006,Racing,Electronic Arts
4201,Kurohyou: Ryu ga Gotoku Shinshou,Wii,2008,Sports,Electronic Arts
4202,Prince of Persia: Rival Swords,XOne,2015,Sports,Electronic Arts
4203,One Piece Unlimited Cruise 2: Awakening of a Hero,PC,2011,Sports,Electronic Arts
4204,Majin and the Forsaken Kingdom,PS,1999,Misc,Codemasters
4205,WinBack: Covert Operations,DS,2007,Action,Activision
4206,Punch-Out!!,X360,2013,Sports,Take-Two Interactive
4207,FlatOut: Head On,SNES,1995,Misc,Hudson Soft
4208,Kagero: Deception II,PS2,2005,Sports,Konami Digital Entertainment
4209,Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,PC,2011,Simulation,Electronic Arts
4210,The Bureau: XCOM Declassified,PS2,2009,Racing,THQ
4211,J-League Victory Goal '96,PS2,2003,Racing,Codemasters
4212,Shin Megami Tensei: Strange Journey,X360,2014,Sports,Electronic Arts
4213,Jeopardy! 2nd Edition,GBA,2006,Adventure,Disney Interactive Studios
4214,SD Gundam G Century,PS2,2005,Misc,Activision
4215,Atelier Iris 3: Grand Phantasm (US Sales),3DS,2012,Role-Playing,Level 5
4216,Itadaki Street 2: Neon Sign wa Bara Iro ni,PS,1996,Sports,Electronic Arts
4217,From TV Animation One Piece: Treasure Battle!,Wii,2010,Misc,Nordic Games
4218,Starhawk,GBA,2005,Action,Ubisoft
4219,Dolphin,PS3,2011,Racing,THQ
4220,Imagine: Fashion Designer World Tour,DS,2008,Action,Capcom
4221,The Smurfs: Dance Party,DS,2007,Puzzle,Ignition Entertainment
4222,Disney Channel: All Star Party,PS2,2004,Fighting,Atari
4223,Ace Combat: Joint Assault,GC,2005,Misc,Nintendo
4224,Hamster Club 4: Shigessa Daidassou,GC,2004,Action,Konami Digital Entertainment
4225,Medieval Moves: Deadmund's Quest,DS,2007,Sports,Ubisoft
4226,Mega Man X8,PS2,2002,Sports,Activision
4227,CSI: Deadly Intent,PS2,2007,Adventure,Konami Digital Entertainment
4228,Ford Mustang: The Legend Lives,DS,2008,Platform,Vivendi Games
4229,Ys: Memories of Celceta,GBA,2001,Shooter,THQ
4230,Fast Food,PS3,2007,Racing,THQ
4231,Jikkyou Powerful Pro Yakyuu 8,GBA,2004,Puzzle,Nintendo
4232,Viz,XB,2005,Shooter,THQ
4233,Top Gear Overdrive,GBA,2002,Misc,Infogrames
4234,Xena: Warrior Princess - The Talisman of Fate,2600,2008,Action,Atari
4235,The New Tetris,Wii,2011,Misc,GameMill Entertainment
4236,Ken Griffey Jr.'s Slugfest,PS,1999,Sports,Ubisoft
4237,Supercross 2000,Wii,2007,Action,Vivendi Games
4238,War Gods,PS3,2011,Shooter,Warner Bros. Interactive Entertainment
4239,Bladestorm: The Hundred Years' War,GBA,2005,Platform,Disney Interactive Studios
4240,World of Tanks,PS2,2002,Action,Wanadoo
4241,Jewel Quest Mysteries: Curse of the Emerald Tear,PSP,2007,Shooter,Sony Computer Entertainment
4242,Duel Masters: Sempai Legends,SNES,1992,Sports,Namco Bandai Games
4243,Turning Point: Fall of Liberty,PS2,2001,Strategy,THQ
4244,Heroes of the Pacific,SNES,1993,Platform,Namco Bandai Games
4245,Dead Rising: Chop Till You Drop,GBA,2002,Platform,Activision
4246,Fable: The Journey,PC,2014,Shooter,Bethesda Softworks
4247,Sonic Boom: Shattered Crystal,PS3,2011,Shooter,THQ
4248,Just Dance Wii 2,GBA,2004,Platform,THQ
4249,DX Game of Life,3DS,2012,Action,Nintendo
4250,Pirates of the Caribbean,DS,2008,Strategy,Take-Two Interactive
4251,MLB Pennant Race,PSP,2006,Racing,Sony Computer Entertainment
4252,SD Gundam Gaiden: Knight Gundam Monogatari: Ooinaru Isan,DS,2008,Platform,Take-Two Interactive
4253,WWII Aces,PS2,2007,Misc,Sony Computer Entertainment
4254,Shrek Super Party,PS2,2005,Shooter,Ubisoft
4255,"Sakura Wars 4: Koi Seyo,Otome",Wii,2010,Sports,Konami Digital Entertainment
4256,"Sakura Wars: So Long, My Love",DS,2011,Action,Activision
4257,Dynasty Tactics,PS2,2005,Fighting,Atari
4258,The Urbz: Sims In the City (US weekly sales),GBA,2001,Platform,THQ
4259,Feel the Magic XY/XX,PS3,2008,Platform,Vivendi Games
4260,Neopets Puzzle Adventure,PS,1999,Racing,Midway Games
4261,Snowboarding,PSP,2006,Shooter,Ubisoft
4262,Dragon Ball Heroes: Ultimate Mission,DS,2008,Adventure,THQ
4263,Surf's Up,3DS,2016,Action,Nintendo
4264,BlazBlue: Chrono Phantasma,PS,1996,Sports,Sony Computer Entertainment
4265,Looney Tunes Racing,X360,2013,Action,Activision
4266,Final Fantasy X-2: International + Last Mission,PS2,2005,Shooter,Ubisoft
4267,Namco Museum Vol.2,PS3,2011,Sports,Sega
4268,Rayman 3: Hoodlum Havoc,XOne,2014,Sports,Electronic Arts
4269,Penguin no Mondai: Saikyou Penguin Densetsu! A Penguin's Troubles,2600,1983,Action,Atari
4270,Psi-Ops: The Mindgate Conspiracy,PS2,2002,Action,Sony Computer Entertainment
4271,I Spy: Spooky Mansion,PS2,2003,Misc,Sony Computer Entertainment
